Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Failure
65,83,227,1,2,2011,1051,No
64,86,268,2,2,1857,166,No
66,84,1924,2,2,1897,506,No
67,80,208,3,0,1527,1237,No
66,82,769,0,0,638,1549,No
62,92,1819,0,2,1862,1979,No
65,84,424,0,2,516,1285,No
61,80,473,3,2,1027,1599,No
60,87,1306,1,1,377,1105,No
62,86,288,3,1,545,1540,No
61,87,269,0,1,1478,1377,No
63,92,688,3,1,1982,1363,No
68,81,1958,0,2,1649,562,No
66,82,503,0,2,621,251,No
61,87,334,0,1,326,924,No
61,85,1486,2,1,1081,666,No
66,86,1740,2,1,1361,1555,No
60,91,1549,2,1,894,262,No
60,90,974,2,2,629,1252,No
62,81,1932,0,2,552,1247,No
61,87,1279,0,2,544,2009,No
67,83,486,2,2,197,415,No
66,92,1378,1,2,309,511,No
61,90,1761,2,1,1374,291,No
68,81,904,3,1,1680,898,No
63,82,1425,1,1,987,1533,No
67,85,681,3,2,433,1673,No
65,88,1767,0,1,522,1421,No
66,87,875,2,0,1061,1554,No
63,81,431,2,0,619,290,No
63,85,1391,0,2,1338,507,No
60,84,483,0,1,576,1512,No
63,82,1189,1,2,1336,1335,No
60,83,884,2,0,344,1015,No
65,80,1216,0,2,1386,554,No
60,85,397,0,0,1189,432,No
63,82,713,0,0,1325,523,No
62,87,855,1,0,702,1945,No
64,82,612,2,1,810,629,No
63,92,727,1,1,1795,424,No
64,87,272,1,0,1106,1454,No
63,89,1507,1,0,1165,1364,No
66,86,1870,3,1,1992,778,No
61,86,350,1,2,1089,1727,No
67,80,1632,1,1,1783,176,No
68,86,1949,3,0,1159,1201,No
65,91,1679,1,2,1502,1709,No
64,80,496,2,2,806,997,No
66,82,1985,2,1,1628,1017,No
68,81,292,2,1,1573,558,No
66,84,1317,2,2,810,1063,No
68,82,817,1,0,1558,1408,No
62,85,590,0,1,510,991,No
67,92,469,0,0,965,345,No
60,92,670,2,0,435,909,No
61,87,1220,0,1,398,1466,No
66,80,470,2,0,938,1428,No
60,88,1040,0,2,1967,955,No
64,86,1566,3,1,1009,1885,No
68,80,354,2,0,728,1520,No
60,88,752,0,2,1571,1872,No
62,83,1321,2,2,762,1992,No
64,92,813,2,1,1864,1413,No
61,84,1018,2,1,1735,301,No
61,81,847,2,0,1963,1172,No
63,80,1523,2,0,209,223,No
62,85,776,3,1,222,1127,No
61,82,454,2,1,1745,1697,No
67,84,334,0,2,1701,1276,No
61,81,454,2,2,2008,1652,No
68,86,1964,0,0,1993,300,No
62,80,1982,3,1,1312,1273,No
63,87,1117,0,1,1232,1117,No
63,91,1804,0,0,1137,1156,No
66,90,681,1,1,1341,1078,No
61,92,1011,0,0,1369,290,No
65,85,572,1,1,1635,1255,No
60,89,1462,3,1,1637,164,No
62,88,1811,1,2,1853,1603,No
60,90,339,3,0,224,1347,No
60,87,1341,1,0,1839,1780,No
60,91,1049,0,0,1345,872,No
66,80,791,0,1,771,1913,No
62,82,1691,0,0,969,815,No
65,91,160,3,1,1506,887,No
67,82,1135,2,0,910,469,No
67,89,347,3,2,1250,645,No
60,81,1510,3,2,1254,1279,No
66,87,1605,1,1,1578,1861,No
60,84,1340,1,0,1059,569,No
64,82,624,2,2,697,1414,No
63,87,1607,3,1,1320,1676,No
62,87,1443,3,0,406,1267,No
68,91,702,0,0,1501,1267,No
62,83,530,3,0,254,1480,No
61,83,1364,3,1,1609,498,No
66,80,1705,2,1,489,888,No
61,81,886,0,1,1596,978,No
67,83,1780,3,2,268,1176,No
67,90,1921,0,2,1440,2002,No
67,82,619,3,2,1216,1326,No
67,81,460,0,0,1803,831,No
67,88,1352,0,2,1737,220,No
64,88,657,0,1,481,1260,No
63,88,754,2,2,465,330,No
68,84,1419,0,2,1248,446,No
62,90,1269,2,1,812,574,No
64,89,1466,2,2,1201,1489,No
66,86,1098,0,2,831,1717,No
64,83,1849,3,1,997,957,No
66,90,1160,3,0,741,167,No
64,81,391,1,2,1554,602,No
62,85,1189,0,0,221,1017,No
61,90,820,0,2,1199,880,No
62,87,196,2,0,201,1603,No
61,81,1807,3,0,273,1338,No
63,84,2010,3,0,208,1845,No
63,89,321,1,2,1295,1554,No
60,92,326,0,0,1782,765,No
60,81,1475,2,0,384,822,No
65,91,1183,0,2,1878,523,No
63,85,1816,3,1,240,942,No
62,89,1524,1,2,1184,234,No
61,81,1071,0,1,702,1953,No
64,85,1929,2,1,1701,1866,No
63,91,1328,1,1,1833,1077,No
68,82,1909,1,1,1854,167,No
65,90,506,0,0,988,208,No
64,86,739,3,2,1147,1287,No
63,91,1666,2,2,1002,1227,No
64,82,1564,2,1,1561,1060,No
67,91,358,1,1,1118,1972,No
66,80,1763,2,1,1674,2000,No
66,86,1343,0,0,1962,777,No
68,83,566,3,0,1255,222,No
61,85,1009,0,0,1031,911,No
66,90,1785,1,0,758,1950,No
60,83,359,0,1,1910,1269,No
63,80,446,0,1,1688,1915,No
63,90,1606,1,0,1495,1275,No
64,81,1435,3,0,1800,486,No
66,87,1522,1,2,1171,1419,No
65,92,986,3,2,336,1094,No
67,88,1146,1,1,1627,1258,No
64,89,1704,2,2,1673,1663,No
61,89,1609,0,2,853,880,No
60,84,473,2,1,1175,1584,No
61,82,1151,0,2,569,1154,No
67,85,1165,0,1,761,571,No
61,91,265,2,1,1186,1246,No
68,91,1272,0,2,389,958,No
67,86,730,0,2,1509,709,No
68,91,1045,0,0,417,1783,No
63,80,962,0,0,1578,229,No
64,83,467,0,2,735,1029,No
63,90,536,0,0,1082,1982,No
65,85,1830,2,1,523,1564,No
66,82,1217,0,2,1050,1670,No
61,80,551,3,2,309,2010,No
65,92,1791,3,1,1500,302,No
60,81,1904,0,0,1725,776,No
65,81,1002,3,1,702,1923,No
62,84,1149,3,0,168,821,No
65,85,1641,0,2,1172,473,No
60,92,576,3,1,1778,1646,No
60,87,847,0,1,1257,965,No
62,85,394,2,1,195,196,No
67,84,290,0,1,554,454,No
64,92,826,1,2,476,717,No
66,87,797,2,2,1357,799,No
67,84,530,1,2,1321,1697,No
62,82,866,0,2,1709,892,No
67,91,1217,0,2,1900,507,No
63,82,1710,2,0,1390,1891,No
60,88,1167,3,1,558,1084,No
68,90,1814,1,2,672,355,No
66,90,1087,3,0,606,1115,No
60,83,1492,3,2,501,1223,No
68,80,437,2,2,777,836,No
61,91,574,2,0,1918,586,No
65,81,1464,1,1,1514,1385,No
65,91,1436,0,1,585,1547,No
65,91,642,2,2,485,1275,No
63,81,1346,2,2,928,1895,No
62,92,1127,0,1,319,1344,No
64,110,1773,0,2,1640,1081,No
62,81,1368,0,1,1006,1753,No
68,86,657,2,2,1287,892,No
64,92,1785,3,2,1076,1538,No
61,82,968,3,2,1719,1693,No
66,87,554,1,1,497,156,No
67,89,439,2,2,1855,1329,No
60,84,1913,0,0,844,521,No
63,85,1343,3,0,699,1682,No
68,84,1474,2,2,1627,883,No
66,89,1117,1,2,872,1745,No
62,91,774,2,0,1374,893,No
65,85,1262,1,2,1704,513,No
61,89,1371,0,2,972,1626,No
62,84,1204,3,2,546,1118,No
62,91,526,2,1,1444,1018,No
64,90,416,3,0,1361,212,No
63,87,788,1,2,815,574,No
64,88,1852,2,0,1559,976,No
68,88,385,2,1,1539,1216,No
66,85,1925,1,1,1300,910,No
62,86,1709,0,0,1169,1102,No
66,83,805,3,2,1482,927,No
68,90,913,0,0,520,1989,No
60,92,725,3,1,1828,354,No
68,81,1643,0,2,496,290,No
60,83,1048,3,2,559,777,No
65,80,1291,3,0,758,197,No
66,83,752,1,0,1459,724,No
65,81,1254,0,1,768,1628,No
60,89,1934,3,1,1234,1027,No
64,81,745,3,0,1040,873,No
63,87,673,1,2,1995,1989,No
60,84,825,0,1,1961,1644,No
62,90,1053,3,0,1297,1038,No
61,85,1004,3,0,668,1835,No
67,90,1963,1,1,1529,764,No
68,85,1840,3,2,510,739,No
61,88,1062,0,2,1144,1790,No
65,83,746,1,1,1865,554,No
61,89,358,3,1,455,673,No
68,83,1043,1,1,1434,1446,No
67,80,1756,0,2,469,611,No
63,82,768,0,2,1730,438,No
68,92,181,3,0,881,313,No
64,80,1946,1,0,1013,605,No
66,82,1189,3,0,589,1587,No
60,86,826,0,2,625,651,No
62,91,284,3,0,1124,1642,No
61,89,762,0,2,1704,1100,No
62,90,1498,2,1,1138,1745,No
60,90,726,3,2,2011,1110,No
68,85,1738,3,0,1155,1597,No
63,88,403,2,1,1079,1335,No
62,88,1049,2,0,1106,1603,No
68,88,962,2,2,1905,287,No
62,89,987,3,2,368,2002,No
64,90,762,3,0,1918,1345,No
68,91,1818,2,0,1668,1068,No
61,88,1506,0,2,969,760,No
62,85,479,3,1,720,751,No
62,83,940,1,2,1307,1475,No
65,82,1712,3,0,1924,1921,No
62,84,717,0,2,1836,1857,No
66,82,189,1,0,1216,434,No
63,88,819,1,2,1411,713,No
62,88,1282,3,2,489,738,No
61,83,1075,1,0,1503,487,No
61,92,1178,0,0,1267,361,No
65,87,729,2,1,892,266,No
67,90,1657,1,2,1484,1026,No
74,91,651,3,1,401,767,No
5,85,1108,2,1,866,1037,No
64,87,1884,0,1,1286,1547,No
62,90,200,1,2,1084,1591,No
66,83,821,3,1,1816,197,No
62,88,1404,1,1,677,350,No
67,88,1559,0,1,916,838,No
63,86,1006,0,2,1463,1203,No
66,80,1971,2,1,1677,1151,No
62,92,1806,3,1,264,1346,No
63,86,776,1,0,1350,705,No
60,80,1123,3,1,1409,976,No
63,80,1582,2,0,1981,1581,No
67,82,1781,1,0,587,1611,No
68,86,542,0,0,1181,593,No
62,81,1543,1,0,504,697,No
62,89,549,1,1,1530,1256,No
64,87,230,1,0,521,741,No
62,80,1585,1,1,391,799,No
66,91,1056,2,1,750,430,No
60,86,1213,0,0,1246,1604,No
61,91,1986,1,2,313,1588,No
67,85,1639,2,0,694,809,No
61,83,1067,0,0,343,223,No
64,82,958,1,1,1762,979,No
61,85,445,3,2,182,934,No
66,80,255,0,1,430,1508,No
72,72,323,2,1,244,1272,Yes
73,77,1079,3,0,780,568,Yes
71,74,666,2,1,1338,1311,Yes
70,69,379,2,0,413,1984,Yes
69,75,1859,0,2,1095,1349,Yes
68,85,1305,0,1,1146,1485,No
67,81,1023,3,2,1345,657,No
66,89,1531,1,0,1261,494,No
68,81,272,2,2,685,1260,No
67,89,978,0,1,446,1711,No
62,88,1196,2,0,1685,773,No
66,91,1455,1,0,256,866,No
63,84,1232,2,0,1067,1381,No
66,86,443,0,1,1624,610,No
61,90,1868,2,1,1065,1184,No
67,85,964,2,1,1049,219,No
67,80,598,3,2,1891,931,No
60,87,478,3,0,1618,509,No
67,86,1837,2,1,364,656,No
66,89,744,1,0,1393,1780,No
66,86,171,3,0,959,1474,No
62,82,1278,0,2,824,1612,No
68,89,1866,3,0,1708,1038,No
67,90,670,0,0,1696,1512,No
64,80,1473,0,0,1382,873,No
64,88,273,0,1,792,888,No
65,81,461,1,1,1117,1389,No
61,88,1570,1,1,1454,1271,No
64,85,1803,3,2,635,1407,No
63,84,972,0,2,645,362,No
62,91,1188,0,0,1209,1502,No
61,91,1086,2,1,1819,1907,No
64,86,418,3,0,1291,879,No
62,82,1465,1,0,1794,1031,No
64,87,1608,2,2,1406,1458,No
62,85,1470,1,0,1783,1056,No
65,85,1738,0,0,910,1233,No
65,88,557,2,2,1368,1088,No
63,90,648,1,1,301,1797,No
65,89,1290,1,2,1391,1141,No
64,90,853,0,2,216,404,No
67,87,568,2,1,1023,1303,No
68,91,237,0,0,247,506,No
60,91,416,3,2,1691,1900,No
68,81,1192,3,2,999,1810,No
64,81,1362,0,1,965,1109,No
60,81,1985,1,1,1490,1693,No
63,86,784,2,0,1293,2008,No
60,72,728,0,0,745,876,No
68,89,714,3,2,815,1674,No
68,86,1755,1,1,807,933,No
65,81,475,1,2,170,1348,No
60,82,1499,3,2,353,1679,No
60,92,699,3,0,1854,746,No
65,84,1935,3,2,572,1687,No
61,86,1879,2,1,747,284,No
63,90,1777,0,1,1979,1233,No
63,89,797,0,1,414,1971,No
63,91,1506,2,0,242,1526,No
60,84,514,3,1,365,988,No
68,89,789,3,2,206,1190,No
66,86,1718,3,0,818,1455,No
65,90,362,2,2,1826,580,No
60,89,1479,2,1,1735,990,No
61,83,807,0,2,2010,342,No
66,91,1635,0,1,917,739,No
61,87,462,3,0,1639,697,No
63,82,204,0,0,1262,1561,No
66,87,1302,3,1,1488,331,No
65,91,1281,0,2,1698,326,No
62,89,1334,0,1,1602,934,No
65,88,733,2,2,683,1434,No
62,92,1424,3,2,1005,1065,No
65,86,166,3,0,1976,1078,No
63,91,1395,2,2,1392,1259,No
67,81,1733,0,1,711,888,No
61,80,186,3,2,1191,1127,No
67,85,1666,0,2,1268,410,No
61,83,355,2,0,844,974,No
66,80,323,0,1,1244,1787,No
64,87,299,2,0,1009,1196,No
65,88,1854,1,1,550,822,No
62,90,435,2,2,420,1461,No
68,84,1317,1,2,398,1530,No
60,88,565,1,2,1305,162,No
62,91,697,2,0,399,172,No
64,85,564,1,1,424,1618,No
62,82,606,3,0,1162,1478,No
66,86,1693,2,0,1726,1057,No
64,92,1577,1,1,244,1906,No
65,82,985,2,2,1153,998,No
62,86,734,0,0,1304,614,No
64,86,542,3,1,1538,1561,No
68,91,469,1,0,1020,402,No
68,88,524,3,2,988,722,No
65,91,267,1,0,877,1107,No
65,87,1614,0,0,1149,1297,No
65,86,294,0,1,1593,1963,No
64,87,1428,2,0,1177,1751,No
61,86,833,0,0,1443,849,No
61,89,1943,2,1,1441,621,No
64,86,1353,2,1,827,537,No
65,90,374,0,2,1140,510,No
65,92,776,3,0,405,368,No
64,88,612,2,0,420,1445,No
65,92,1355,0,0,1936,1134,No
62,88,523,2,2,1867,206,No
60,82,514,3,1,1972,596,No
60,87,1312,2,2,357,1842,No
61,82,624,2,2,323,940,No
68,88,1716,1,2,179,1329,No
68,91,1718,3,1,1577,380,No
61,83,301,2,1,501,1838,No
64,87,605,1,0,746,1013,No
68,81,1014,0,0,370,1602,No
61,83,622,0,1,1294,211,No
65,83,528,3,1,1529,1165,No
64,82,1545,3,1,1046,316,No
67,84,955,2,0,1920,1657,No
65,86,1026,0,0,976,1505,No
67,85,370,2,1,981,1459,No
67,82,1533,0,2,826,364,No
66,80,769,1,0,1575,564,No
66,87,1757,2,1,1861,1629,No
65,89,1163,1,1,1691,1420,No
60,86,1889,3,1,561,1502,No
67,80,212,1,2,625,549,No
66,92,1041,0,0,1677,1560,No
64,82,994,0,2,573,439,No
60,89,1476,0,2,1039,1092,No
64,87,1979,1,2,1663,475,No
62,84,466,2,1,191,2001,No
65,86,989,2,0,1496,1497,No
61,86,642,2,0,666,677,No
61,84,1410,2,1,1426,1323,No
63,88,941,2,0,1549,1275,No
67,91,1531,3,2,1768,1820,No
66,88,1569,0,2,1332,280,No
65,85,659,0,2,609,960,No
68,91,646,3,1,363,304,No
60,83,1072,3,0,1864,1693,No
65,91,1613,2,2,740,194,No
61,92,1192,3,1,227,1025,No
63,92,329,2,0,1237,482,No
68,87,1655,2,2,174,1649,Yes
66,86,1958,1,0,1118,1363,No
62,84,1609,0,1,1565,1707,No
68,85,869,0,2,1468,1709,No
63,85,1377,3,1,683,1127,No
62,80,996,3,1,1301,1446,No
66,90,965,0,0,1640,1945,No
68,82,1906,1,1,1567,728,No
65,84,1882,0,1,1339,1538,No
65,92,618,2,2,402,908,No
64,88,295,0,1,351,1688,No
64,86,1989,1,0,612,524,No
63,87,612,3,1,496,163,No
66,84,1249,2,0,218,1185,No
64,84,957,1,0,903,703,No
61,86,1044,3,2,336,431,No
65,83,916,2,2,1735,212,No
64,92,433,2,0,962,849,No
60,85,1258,2,0,1971,1834,No
61,83,355,1,2,678,1973,No
66,92,1441,1,0,1119,749,No
65,89,1832,3,1,1567,1730,No
62,90,517,0,0,1195,1580,No
67,90,1109,1,0,400,844,No
63,85,1462,3,0,1316,1913,No
64,84,1171,1,2,155,482,No
68,87,1605,1,0,490,1875,No
62,82,1131,3,2,916,1711,No
63,90,169,3,0,1078,1061,No
65,88,898,0,1,209,271,No
63,91,501,0,0,549,1880,No
61,80,1727,0,0,505,550,No
61,88,246,1,2,782,455,No
63,82,578,2,2,1036,480,No
67,84,536,3,2,638,1711,No
62,83,1036,3,0,475,982,No
60,90,757,0,2,1679,1040,No
64,82,1403,0,1,1929,1175,No
67,86,973,0,0,1290,591,No
61,86,1323,0,1,1545,311,No
60,90,1035,2,1,1974,1982,No
63,86,1471,0,1,1728,422,No
67,80,298,1,2,1779,1586,No
66,87,1400,0,2,1078,942,No
63,83,188,2,1,1237,1105,No
62,85,1429,2,2,439,278,No
62,85,1926,3,0,250,613,No
60,87,1869,1,2,1024,760,No
65,81,1794,1,2,1625,333,No
64,91,995,0,0,1312,987,No
62,85,703,1,0,351,594,No
65,84,1492,0,0,156,488,No
64,81,1311,1,1,1174,921,No
68,91,1401,2,2,244,322,No
64,82,1603,3,1,1652,959,No
66,84,1340,3,0,1096,783,No
62,91,714,1,1,1201,699,No
63,80,1492,2,1,1648,350,No
61,89,562,0,1,644,1079,No
63,88,1087,0,2,971,567,No
62,90,696,0,2,837,1107,No
62,85,478,1,2,1252,593,No
66,85,704,3,1,1369,1353,No
66,87,1472,0,2,364,1900,No
66,83,461,3,1,1587,1953,No
62,82,1843,2,0,1158,802,No
60,91,520,0,0,1151,1099,No
63,84,1772,2,1,1699,307,No
60,89,1949,3,2,368,552,No
65,87,788,3,2,1724,1937,No
65,82,1129,3,0,1692,1318,No
66,82,957,2,1,1871,516,No
65,81,171,0,0,1694,1301,No
67,89,1049,0,1,579,871,No
65,87,1763,2,0,1985,901,No
65,83,1591,2,0,925,1710,No
63,88,1026,2,1,737,1051,No
64,83,1296,0,1,260,620,No
61,89,1997,2,1,653,822,No
64,82,1972,0,0,319,1065,No
62,92,704,0,0,2000,1918,No
60,84,1568,1,0,249,1575,No
60,84,394,2,2,1091,1242,No
61,82,1406,3,2,1245,535,No
66,85,1281,0,2,527,375,No
67,91,1771,1,0,1467,1741,No
68,89,308,1,1,1779,411,No
66,88,1726,0,0,873,1643,No
60,80,2002,1,2,1737,1471,No
66,84,1610,2,0,1208,195,No
64,85,1731,0,0,866,734,No
62,89,1101,3,0,978,1982,No
60,81,777,1,2,212,200,No
61,88,391,1,2,654,1341,No
63,90,1962,1,2,515,1775,No
64,80,797,0,2,1590,159,No
68,83,685,1,2,1733,409,No
62,86,1668,0,0,1569,571,No
68,84,1617,2,2,1729,813,No
63,90,536,2,2,993,1132,No
67,84,277,3,1,1636,613,No
68,91,548,2,2,1406,260,No
62,85,417,1,2,644,1882,No
60,89,577,2,1,411,1530,No
60,90,1757,3,2,1449,1679,No
66,87,1627,1,2,1012,1380,No
63,80,1961,3,2,1559,1075,No
68,82,423,0,1,1518,932,No
63,89,875,0,1,165,596,No
67,85,1134,0,0,370,1892,No
65,86,535,0,0,1415,784,No
65,84,1545,0,0,973,174,No
65,92,1388,2,0,1702,388,No
66,82,451,0,0,784,728,No
62,88,726,0,2,772,422,No
65,87,1805,1,2,1975,790,No
67,81,1163,1,1,668,806,No
63,90,1334,0,2,1835,973,No
60,88,469,3,0,597,728,No
62,86,493,2,1,1959,1759,No
64,89,2003,3,1,1676,240,No
65,87,1417,1,1,484,1918,No
62,90,1338,1,1,948,1016,No
68,86,660,2,1,1919,311,No
68,89,950,3,0,1725,469,No
64,90,1653,2,0,539,663,No
68,81,721,1,2,1303,1812,No
66,90,807,1,0,1556,1317,No
68,88,764,0,0,175,608,No
68,86,1891,2,0,1303,1680,No
63,86,1293,2,1,1381,1003,No
62,89,458,1,2,217,913,No
66,83,381,0,2,1933,931,No
61,81,1864,2,1,1546,315,No
64,89,2001,3,2,884,1311,No
68,92,1827,3,0,696,1294,No
66,81,529,1,0,396,715,No
65,81,583,3,1,1254,575,No
67,89,900,3,0,1837,180,No
61,92,868,0,1,901,271,No
65,88,1917,0,1,1553,1181,No
67,89,1943,2,1,715,1468,No
62,91,971,2,0,591,1069,No
65,86,1306,2,2,1262,1724,No
65,87,633,2,2,1982,1750,No
65,91,967,2,0,798,207,No
63,88,1549,3,0,1104,1211,No
66,81,499,0,1,1181,1420,No
65,81,757,2,1,535,914,No
60,90,645,1,0,508,1736,No
62,80,1667,3,2,691,1271,No
66,86,903,0,2,868,1196,No
64,88,593,2,2,1602,564,No
61,81,1119,0,2,505,874,No
68,80,1268,0,0,315,177,No
60,80,1010,0,0,197,744,No
61,84,527,0,2,206,1205,No
65,80,1164,1,1,1494,277,No
68,80,303,1,2,191,1349,No
67,85,457,0,2,1977,361,No
68,86,951,3,0,458,633,No
60,92,1212,2,0,1136,942,No
61,91,1464,0,2,386,276,No
61,88,1695,0,2,563,529,No
68,81,182,2,0,1168,251,No
61,81,1884,3,2,942,844,No
66,90,1050,0,2,1925,621,No
61,85,1734,0,2,381,985,No
61,84,647,2,0,1037,1710,No
61,84,978,2,1,246,827,No
68,85,827,0,2,1667,1964,No
64,89,1106,1,0,1145,205,No
61,86,1895,2,0,1715,859,No
67,85,886,3,2,464,1049,No
64,91,682,3,2,303,1607,No
67,92,329,1,1,554,1145,No
62,91,664,0,1,1471,1643,No
65,86,1810,2,0,1708,496,No
66,88,423,0,0,1075,1215,No
61,86,1580,3,1,1015,1494,No
62,88,1787,3,0,1873,676,No
60,82,268,2,0,1567,1595,No
65,88,463,1,0,561,1342,No
61,85,1806,1,0,1112,1514,No
60,80,1181,2,0,241,1926,No
60,87,1221,3,2,957,1736,No
60,87,243,2,1,1773,1254,No
62,89,1371,1,2,280,1062,No
65,90,1481,0,1,1946,451,No
66,90,693,3,1,419,774,No
68,84,556,2,1,798,1525,No
66,89,1370,0,0,1620,1059,No
60,90,1812,2,0,193,1527,No
60,91,1958,1,0,517,1880,No
63,83,1352,0,1,1014,308,No
62,86,1941,3,2,1654,1392,No
62,87,663,0,2,600,183,No
66,84,378,0,1,662,1650,No
61,87,1267,1,2,1529,1633,No
68,80,1930,0,1,1527,648,No
62,86,1011,0,0,674,1346,No
65,88,893,1,1,922,684,No
64,88,761,2,2,625,1772,No
61,80,1854,3,2,355,1298,No
60,89,850,1,0,1063,1182,No
66,83,1370,3,0,1416,990,No
65,81,291,3,2,1301,1507,No
65,80,824,3,2,1364,1229,No
61,89,256,1,1,237,1813,No
62,86,1492,0,0,982,291,No
62,88,1434,3,0,882,1953,No
62,88,1011,3,1,1049,455,No
63,81,845,1,1,1920,1016,No
67,90,1319,2,0,393,1509,No
60,91,1032,3,1,159,1616,No
62,87,967,0,1,1834,275,No
61,90,1626,1,1,675,1725,No
64,82,1186,0,0,1075,478,No
65,83,1033,1,1,788,1048,No
61,88,1899,0,0,521,1841,No
67,81,450,3,1,500,400,No
65,90,1320,0,0,1266,1528,No
68,91,1210,2,1,837,1282,No
65,92,915,1,2,703,908,No
68,85,500,1,0,1112,1331,No
64,80,168,0,1,872,879,No
68,77,1725,3,0,1634,1968,No
62,85,236,3,1,660,1925,No
61,77,425,3,0,1694,1401,No
67,77,1931,3,1,1058,1671,No
64,82,1055,1,2,711,1734,No
60,78,1220,2,2,1472,989,No
64,80,1762,1,1,612,1568,No
64,79,1008,1,0,1604,1727,No
62,81,688,3,1,1640,1266,No
62,81,341,1,2,998,1780,No
67,82,665,1,2,1337,451,No
68,82,1778,2,2,522,1702,No
62,85,1438,1,1,511,234,No
61,84,1140,1,2,196,1245,No
62,86,1417,3,2,563,433,No
68,78,1151,2,2,1535,758,No
61,86,562,3,1,552,286,No
64,89,1517,2,1,550,725,No
60,89,904,0,0,255,1905,No
67,89,874,0,1,717,533,No
64,83,815,3,0,875,1287,No
66,85,1477,2,1,1041,727,No
60,82,1942,3,2,732,844,No
68,81,421,3,1,706,502,No
66,85,1159,3,0,338,1460,No
65,83,1188,0,0,1727,1875,No
66,78,1065,0,1,1729,1737,No
60,85,371,1,2,453,180,No
63,81,395,0,2,1865,808,No
65,82,1460,3,2,1257,1260,No
65,87,1890,3,1,1030,1996,No
63,77,900,2,0,802,986,No
67,82,838,0,2,898,855,No
66,77,1427,1,2,1492,1210,No
60,77,1581,1,1,225,1724,No
64,88,855,3,2,1627,1181,No
67,89,1636,2,0,167,1492,No
63,80,1609,2,0,189,1444,No
67,88,1558,0,1,1406,1700,No
68,80,260,1,1,224,271,No
68,89,1382,2,1,1844,527,No
64,83,213,1,2,777,190,No
60,79,741,2,1,1854,707,No
67,79,160,3,0,1583,631,No
68,78,880,3,0,679,1739,No
63,88,1553,3,1,674,500,No
67,84,243,0,2,1990,1210,No
65,82,1962,3,1,505,572,No
65,84,621,3,0,686,1094,No
61,89,1318,1,2,656,259,No
61,83,1980,2,1,369,750,No
60,78,1075,1,2,810,1935,No
64,82,314,2,2,1014,400,No
65,79,1911,2,0,1759,1606,No
60,77,472,0,2,290,281,No
67,83,1105,3,1,718,1325,No
61,87,1714,1,1,1302,780,No
63,78,1337,0,2,1057,569,No
68,85,254,1,2,248,596,No
66,78,1141,3,1,271,1327,No
64,80,1339,1,0,519,587,No
63,82,1280,1,1,1308,1336,No
61,85,1406,0,2,1661,338,No
67,77,1869,1,0,512,1449,No
64,84,1265,3,2,410,720,No
60,80,1898,2,1,792,311,No
62,79,1900,3,0,506,1220,No
64,79,1883,3,2,1416,250,No
62,89,991,2,0,832,630,No
60,80,1290,0,1,943,1244,No
65,86,171,0,0,1911,1452,No
66,79,1588,0,1,1076,1950,No
66,87,777,2,2,164,1601,No
68,88,807,0,0,961,1321,No
66,80,248,3,0,1984,1173,No
63,81,606,0,1,319,339,No
64,80,840,1,0,282,1977,No
62,87,448,3,0,1742,376,No
62,86,1794,0,2,871,300,No
66,79,1087,1,2,1556,718,No
62,81,1626,0,2,316,794,No
66,86,1243,2,1,362,496,No
67,80,939,3,0,1797,1566,No
65,85,1104,3,1,1135,660,No
61,84,392,2,2,928,1543,No
67,85,1417,2,0,1157,1967,No
63,87,1828,0,0,211,451,No
68,88,1675,3,2,1419,1606,No
67,81,262,0,0,1542,1390,No
67,79,911,2,1,1154,606,No
60,87,481,1,1,1192,1853,No
64,82,1427,0,0,196,1960,No
64,86,479,0,1,1995,1680,No
66,78,1510,0,2,1033,1172,No
67,86,176,2,2,1452,1304,No
68,83,1413,1,1,1772,368,No
63,87,1564,3,2,1142,466,No
63,77,1215,2,1,1150,1370,No
67,86,775,3,2,171,1516,No
60,81,802,0,1,335,290,No
64,77,405,3,0,321,1581,No
66,80,1481,2,1,994,1366,No
61,87,1249,3,1,215,1582,No
66,83,311,2,2,1166,273,No
64,82,874,2,1,465,1267,No
68,86,1159,2,2,1640,1000,No
61,89,234,1,2,1064,355,No
63,80,549,2,2,625,1036,No
62,83,297,0,2,747,1487,No
67,82,1756,0,1,1761,998,No
68,86,308,3,1,764,1571,No
65,78,185,3,1,559,1249,No
60,89,1368,0,1,1615,1428,No
61,82,1503,1,2,1924,389,No
66,77,1479,2,1,577,1750,No
64,85,501,3,2,176,1410,No
63,85,1632,3,2,1451,1506,No
65,87,1925,2,1,1583,768,No
60,89,442,0,1,998,1791,No
64,77,1429,1,2,1727,1235,No
67,89,413,3,0,570,1394,No
63,85,1908,0,0,1757,615,No
68,85,1980,0,2,1258,1144,No
64,85,745,3,1,1535,1907,No
65,88,1812,0,2,518,1871,No
65,78,1648,3,1,1911,1122,No
60,79,2011,1,2,547,1552,No
65,81,1071,3,1,925,1328,No
66,84,1094,2,0,1858,1643,No
63,87,1354,1,0,1025,1548,No
63,83,1800,0,1,379,817,No
67,79,1177,0,1,664,427,No
61,87,1710,0,1,1141,1549,No
60,83,604,0,2,971,1288,No
61,79,1895,2,2,799,1475,No
68,85,1530,1,2,1447,1468,No
65,85,404,0,2,1556,1641,No
68,83,1570,1,2,653,865,No
